Gene_Name,CAPNS1,PFN2,PYGB,SCRN1,CCND1,HTRA1,ITGB5,RALB,TWF1,ANXA2,PKM,ACTN1,ANXA5,PTMS,CD63,RAB13,CBR1,SQSTM1,HCLS1,PTPRCAP,PTPRC,CORO1A,ARHGDIB,LAPTM5,WAS,CXCR4,LRMP,DAG1,PIR,MYB,EMP2
CGGA_1612,7.898571158,6.147103144,6.598424761,4.699884729,4.213347282,7.956695591,4.936402378,4.477677328,4.916954279,8.703592167,9.87987421,6.119771162,8.366016156,9.153248008,11.34580994,8.579655355,6.627460927,8.090959258,5.631686366,3.444932049,2.695993813,6.333423734,7.233907229,7.836302884,4.669593751,5.357903839,2.017921908,4.728464765,5.100977648,0.321928095,2.192194165
CGGA_1613,8.397118409,5.938285792,6.508587112,4.642123916,4.77925972,7.964571912,6.288912203,4.257010618,4.135863165,8.9380505,9.526831754,5.589164237,7.827755524,9.013406427,10.90306841,7.643062489,6.98572811,8.242126102,6.335390355,4.136683578,2.545968369,7.446173504,7.784765696,8.755254808,5.401220862,5.465974465,2.289834465,4.625854931,6.00270252,1.097610797,1.389566812
CGGA_1614,8.368550113,7.981738512,5.826548487,4.699884729,4.140778656,8.025527183,5.794155898,3.981852653,4.04701482,4.885574364,9.119485873,2.99095486,6.75595577,9.56113517,9.926414608,7.034083627,6.902917719,7.509299965,4.545968369,5.101397952,1.608809243,6.187648995,5.999323578,6.993221467,4.019701914,3.605257263,1.673556424,3.99095486,3.600507645,0.150559677,1.550900665
CGGA_1615,11.37351772,4.239550797,4.689299161,1.589763487,5.894332742,8.676133391,3.512226887,1.89917563,1.189033824,4.880195729,7.271463028,2.056583528,4.055716264,9.52585355,11.25737606,4.380590934,4.336283388,6.59275601,2.472487771,6.232660757,0.028569152,8.096873249,3.509695842,8.618899348,2.922197848,2.435628594,0.5360529,2.386810946,3.987320866,0.250961574,1.03562391
CGGA_1617,9.261013594,7.070818638,5.579240501,4.211790976,4.244125943,9.204179852,4.303050085,3.109360559,2.618238656,3.991861931,9.160854657,2.754887502,4.628773595,10.32962818,9.593745917,5.534808661,5.134631671,6.608069968,2.289834465,5.617651119,0.22650853,6.628919374,3.896271849,5.23227701,3.893362211,2.782408565,1.244887059,3.799087306,3.444932049,0.201633861,0.731183242
CGGA_1618,8.900655519,8.025471815,5.647026633,4.496973581,4.675815931,8.601139355,5.640100298,3.176322773,3.588564737,4.693208149,8.34416273,1.839959587,6.494895575,9.87972108,9.751192548,7.297833368,5.441284272,6.814422247,3.580145484,4.967629753,0.40053793,5.453517579,5.378511623,6.294620749,3.331991778,2.572889668,1.22650853,4.095080492,3.888499736,0.150559677,1.049630768
CGGA_1619,8.353940751,7.444269502,5.951634417,3.901108243,5.160274831,7.277054876,3.243364426,3.522306893,4.001802243,4.905928478,8.228962953,4.565597176,6.575463612,9.526147081,9.791048901,7.154818109,4.480911346,7.461970494,3.629939409,3.87774425,0.887525271,4.733896605,5.197314999,5.107269394,2.914564523,2.488000771,0.722466024,3.008988783,3.423578171,0.163498732,1.084064265
CGGA_1620,8.018812186,7.306608579,5.841721581,5.132988043,3.996388746,8.55700411,4.34269696,4.482848283,3.47118746,3.820689561,8.814133807,4.19298317,5.75141016,8.688005467,9.021646285,5.883620816,6.798050515,7.048759312,2.992768431,4.420212891,0.790772038,5.711770204,4.89772447,5.265286858,3.008988783,2.247927513,2.153805336,3.997292408,5.077242999,0.189033824,1.937344392
CGGA_1621,8.189626916,7.831370588,6.226315849,4.547819957,5.308885057,8.044612693,5.560714954,3.200064862,4.415488271,4.669593751,8.694949819,2.286881148,6.362294538,9.513372306,9.574498921,6.831877241,4.081510068,7.479699439,3.782408565,5.296824459,0.687060688,5.241458871,5.409730354,6.559185866,3.447579197,2.277984747,1.799087306,4.564378169,4.866413481,0.042644337,1.042644337
CGGA_1623,7.933159504,5.842476063,6.371384614,6.13627343,4.416164165,9.950439252,7.595891494,4.473137488,3.963474124,6.60599798,9.128458384,5.343763122,8.486030507,9.190688929,9.993079909,6.986979709,7.64753038,7.901047888,4.225737653,3.577730931,1.769771739,5.75087444,5.63197732,5.565597176,3.602884409,3.247927513,2.046141782,5.198886991,3.815575429,0.014355293,2.080657663
CGGA_1624,7.243935602,6.820434284,7.462461374,5.387155718,5.117695043,7.043410128,5.995484519,4.309612772,5.310703657,8.854245054,9.059046967,8.085605237,8.115095685,9.697297744,10.07718958,7.254934119,2.280956314,7.630376347,4.360364277,3.016139703,2.336283388,5.185073638,6.014355293,6.822347758,3.010779839,3.592158002,1.195347598,5.454504938,1.469885976,0.895302621,3.816599707
CGGA_1626,7.743891911,6.564683017,5.555816155,5.17951105,4.204766751,7.931446685,6.01189812,4.509062386,4.857483428,8.337086645,9.092968509,5.7382274,8.18913269,8.444186663,10.29173477,7.10076745,6.937344392,8.247737673,6.22554487,4.317593505,3.224966365,6.677226328,7.385172157,8.272023189,4.971773447,5.101397952,2.596935142,4.810443104,4.738767837,0.575312331,1.570462931
CGGA_1627,8.427312844,7.836050355,5.94181058,5.338780944,4.3950628,8.784274945,5.745506266,4.13422094,3.911691582,4.700439718,8.965813138,3.71918344,6.699468346,9.136760467,9.610618867,6.429615964,6.207502459,7.043628851,4.891905188,4.09000653,1.541019153,6.513174885,6.057883449,7.086189313,4.352617299,2.918386234,2.241840184,4.378511623,4.081510068,0.097610797,1.03562391
CGGA_1630,9.278844345,6.727103604,5.953963599,3.972692654,4.622344723,8.659639187,4.521050737,2.887525271,2.673556424,3.882643049,8.819604323,1.726831217,5.06995989,10.13307798,10.16337293,6.631686366,6.782015335,6.637928981,3.519793486,6.593503172,0.5360529,7.209453366,5.093813673,6.980253846,4.928370323,4.141596278,1.608809243,3.673556424,5.123500664,0.111031312,1.163498732
CGGA_1631,9.14717948,6.85810536,5.373300197,5.081936082,4.844486088,8.272163195,6.078524445,3.824767853,4.102658131,7.600730633,8.272163195,4.584361253,7.859037755,9.726490662,10.80701675,7.413712542,7.081083929,7.181301365,4.835924074,5.745237332,1.794935663,6.846869361,7.108942569,8.006634643,4.417515003,5.143230135,1.673556424,5.317593505,5.300855871,0.799087306,2.217230716
CGGA_1634,8.321026129,5.805292456,6.252665432,4.489928219,5.490249211,8.573685053,5.817367438,3.975446766,4.109360559,9.072347016,9.083878174,6.199476046,7.813460557,10.63964821,10.96190544,7.299024807,7.132062678,8.16158541,5.182692298,5.989139007,1.66448284,6.536208355,7.030777472,6.557348818,4.941106311,4.958842675,1.748461233,4.723012396,3.145677455,0.59454855,3.64731451
CGGA_1635,3.434294618,2.910732662,2.98550043,3.257010618,3.288358562,3.703765179,1.66448284,1.59454855,0.526068812,0.704871964,4.796493929,1.298658316,1.996388746,3.252476214,3.576522138,0.604071324,3.514753498,3.987320866,1.575312331,0.773996325,0.321928095,2.333423734,1.214124805,1.757023247,0.321928095,0.124328135,0.298658316,1.480265122,0.584962501,0,0.782408565
CGGA_1640,9.245101051,7.034193701,5.399512924,4.196134881,4.052241981,8.070603999,4.546585829,2.950468414,2.150559677,4.930264245,8.67556897,3.392317423,4.63284983,11.1641087,9.747655933,6.290203205,5.648177796,6.765932493,3.917431755,6.238022518,0.613531653,7.212861117,4.844988157,6.48816149,4.316869805,3.385431037,1.201633861,3.43162296,4.073820233,0.263034406,1.084064265
CGGA_1641,8.516251583,6.947432389,5.047887329,4.562547724,4.970853654,7.86139713,6.324450605,3.66448284,3.477677328,6.770432647,9.411765185,5.335926241,7.064042126,11.05489595,10.17212744,6.482848283,6.746447139,7.233332068,4.071247819,4.027684877,0.516015147,6.565444856,6.019924261,5.854743739,4.13422094,2.859969548,1.021479727,4.274261661,4.133399125,0.632268215,2.9202933
CGGA_1642,9.757456684,7.193476079,5.924575003,3.963474124,5.654492826,8.121947877,5.720825666,1.941106311,2.414135533,4.35473424,8.606109055,1.773996325,5.213736096,10.39552342,9.76239865,6.880073254,2.698218478,6.644000452,3.820689561,5.843983844,0.150559677,5.871843649,5.505255801,7.042425465,4.06091205,2.702657543,0.831877241,4.169123281,3.752748591,0.097610797,0.847996907
CGGA_1644,8.97349648,6.581501897,5.580145484,3.807354922,4.960233672,8.000845082,5.319762428,3.370164281,3.604071324,8.022756179,9.054956979,5.661635602,7.178714641,10.7501375,11.03569951,7.09011242,6.318678374,7.528883827,4.794935663,4.469234794,1.124328135,6.463687842,6.698635221,7.704871964,4.657068301,4.248686627,1.176322773,4.185073638,4.880195729,0.495695163,0.704871964
CGGA_1645,6.485104761,7.606294161,5.961160258,5.517275693,5.692092375,7.725263996,4.171527106,4.231893162,4.808385051,4.412781525,7.968436404,2.570462931,6.61721031,9.010220373,8.353984845,7.262000856,4.473786912,6.405311683,4.69543711,1.765534746,2.592158002,5.128045891,5.725195817,6.450716389,3.288358562,2.531069493,2.087462841,4.257010618,3.056583528,0.189033824,1.959770155
CGGA_1647,10.4023406,6.163699987,5.849749117,2.324810603,4.40599236,8.959451401,4.161887682,1.910732662,1.682573297,4.747924416,8.392274485,1.691534165,4.40599236,10.56222334,11.2549105,6.846367946,4.14404637,6.84962403,3.040892431,6.560562119,0.23878686,7.574177214,4.77925972,8.35974956,4.391630262,3.448900951,0.669026766,3.459431619,4.06436554,0.111031312,1.63691458
CGGA_1648,10.5187515,6.335390355,5.798309782,3.153805336,5.135452784,10.30491026,4.517275693,2.403267722,1.761285273,3.659924558,8.853933289,0.713695815,4.553974808,8.925465428,11.2197917,6.546585829,6.221297103,7.057450272,2.711494907,7.409645507,0.310340121,6.874059203,4.21023299,7.617944917,4.215678597,3.187451054,0.695993813,3.460742564,5.530445355,0.176322773,1.23878686
CGGA_1649,9.98457511,5.857732233,4.708187236,2.5360529,9.048050866,8.381932232,3.066950244,1.835924074,1.495695163,5.108524457,8.668282258,1.956056652,3.605257263,10.89857872,10.38887834,5.377817853,2.003602237,5.977279923,1.937344392,6.583308465,0.22650853,6.836176625,3.609991295,7.018255827,4.456806149,2.897240426,0.378511623,2.952333566,2.998195503,0.250961574,1.316145742
CGGA_165,10.6119746,6.784242222,5.058316496,3.231125158,5.575312331,7.999492713,3.83491343,2.702657543,1.752748591,4.253989266,8.506486109,1.739848103,4.34978987,11.28723333,10.09262502,5.944389962,5.728464765,6.350320435,3.068670811,6.010556078,0.286881148,7.423914268,4.170726276,7.206916673,4.119356177,2.370164281,0.757023247,3.148934105,4.034743949,0.847996907,0.695993813
CGGA_1650,6.766330131,7.185767456,5.198494154,6.471024839,5.008540672,7.959364456,4.736063628,4.768184325,5.092968509,5.49441561,7.477272565,2.879705766,7.024807233,7.549361133,8.587027382,7.661136757,7.901289293,7.271836493,5.459103696,2.794935663,3.98550043,6.099505617,6.722739236,7.246788094,3.857980995,3.220329955,3.173127433,4.087462841,4.326249701,0.028569152,2.107687869
CGGA_1651,8.276077866,7.789468437,6.054631449,5.724377422,2.944858446,8.140165135,4.169925001,4.905928478,3.427606173,4.14974712,9.228361765,4.808385051,5.64096791,9.555854491,8.726490662,5.295355693,6.670443812,7.018367116,3.986410935,2.895302621,0.815575429,6.949301468,4.792334806,5.02989455,2.344828497,2.028569152,3.08236197,3.859969548,4.503348735,0.22650853,1.182692298
CGGA_1653,9.707928505,7.206330648,5.217618485,3.323370069,5.363521544,8.49661414,4.491211756,1.989139007,2.587364991,4.477029653,8.570614722,1.432959407,4.685940148,11.64371191,9.890370689,5.838195439,3.297191417,6.194362891,3.23572706,7.259554971,0.35614381,6.867896464,4.782408565,6.973955608,4.782408565,2.289834465,0.963474124,3.554588852,3.09423607,0.124328135,0.310340121
CGGA_1655,9.377535914,7.465239874,5.82527683,4.602884409,5.731997787,7.952683014,4.987320866,3.294253136,2.833902077,4.912649865,8.442570337,2.837943242,5.859969548,9.664767255,9.762149461,6.617357262,6.89917563,6.974873426,4.231125158,5.651051691,0.82374936,6.1278396,5.967629753,7.212763864,4.095080492,2.922197848,2.327687364,4.181102551,5.246788094,0.111031312,1.150559677
CGGA_1656,7.539236373,6.27686883,5.674121633,5.502394256,3.959770155,7.687340687,5.466953337,3.666756592,4.286141873,7.648609245,8.174825839,7.242697768,7.588489782,9.353190944,10.73738256,7.273982042,6.256067125,6.409051439,4.448900951,4.933572638,1.63691458,4.798050515,5.638942669,5.493134922,3.64038956,3.762348816,1.713695815,4.809414444,2.942983598,0.389566812,2.364572432
CGGA_1657,9.743286062,6.203201156,5.323730338,4.14974712,8.242269039,10.34238585,4.693765712,3.030336078,2.613531653,3.671293372,9.045677765,2.263034406,5.408372204,11.07972477,10.08726393,5.322288724,6.510645504,6.28281044,3.734438666,6.185668359,0.432959407,7.06307145,5.304511042,6.411087227,4.116031993,2.565597176,1.070389328,4.188242656,4.349082146,0.014355293,3.218781168
CGGA_1658,8.179759838,5.540399306,5.814037648,5.12722055,4.039138394,8.384308888,6.080231272,5.18070484,4.596338864,8.842256047,9.15939204,6.496654083,7.905988629,7.740590317,11.24668716,7.015359295,8.876394159,8.598424761,7.340028102,4.527946099,4.218781168,7.545273411,8.182096348,9.180282153,5.676662335,4.937815169,3.173127433,3.798050515,5.848247353,0.124328135,2.680324357
CGGA_1659,7.346336433,6.504938132,6.777551222,6.154818109,5.002252452,8.072695367,6.000901403,5.001802243,5.059614856,8.543882489,9.179361757,6.544114402,8.086083135,8.101975671,10.90511619,7.866228001,7.000225403,7.781228553,6.177319866,3.621758857,3.87774425,6.997969782,7.245552706,7.730707878,4.703765179,6.049195106,2.835924074,5.560714954,4.219555769,0.097610797,2.750606505
CGGA_1660,10.08496779,4.641546029,5.29351763,3.028569152,7.315240153,8.621905346,3.743084056,3.148934105,2.702657543,6.568184151,7.018255827,4.073820233,6.058316496,9.764888173,9.495035535,4.927422429,4.152183419,6.697662633,0.925999419,5.804776378,0,6.697940583,2.833902077,7.13401553,1.669026766,0.925999419,0.82374936,4.020591095,4.017031081,0.545968369,1.59454855
CGGA_1661,10.56250003,7.669381158,5.61970645,3.450221496,6.219362158,7.920352855,4.43496176,2.147306699,2.72900887,5.515069014,8.673768403,1.500802053,4.915042791,10.84983511,10.57346731,6.730639956,2.419538892,6.683275373,3.49441561,6.527946099,0.454175893,6.64385619,4.913607512,7.241363527,4.284662185,2.23572706,0.613531653,3.739848103,4.162693432,0.042644337,0.622930351
CGGA_1662,8.68846014,7.629939409,6.306152852,4.676944359,5.328405659,8.58800248,4.3305584,3.568032105,3.797012978,5.075960413,9.315217505,2.974529312,5.827565007,9.906289347,9.728481771,6.139551352,4.606442228,6.732404887,3.917431755,4.228049048,0.632268215,5.887281552,5.352617299,6.000450772,3.798050515,2.140778656,1.250961574,4.482202926,4.250961574,0.097610797,1.22650853
CGGA_1663,8.599578158,6.178714641,5.648465443,5.012568674,4.06091205,8.909143047,6.446587085,4.329123596,4.305970521,9.264043751,9.442528869,5.939696741,7.961160258,8.442570337,11.33667949,7.202711559,8.669026766,8.848216049,6.353676158,5.46727948,3.129283017,7.033312868,7.480184324,8.564797319,4.850499414,5.832383717,2.217230716,3.600507645,6.608513578,0.014355293,2.432959407
CGGA_1664,8.221490455,7.652988339,6.537451388,5.465648026,3.003602237,8.688669941,4.646738698,4.773996325,3.996388746,4.247927513,9.341652246,4.280213996,6.174925683,9.035046496,9.238954005,6.17990909,7.035733867,7.2329485,3.382667253,3.749534268,0.871843649,6.146492307,4.96208625,5.587064898,3.152183419,3.137503524,2.682573297,4.191404729,4.334854269,0.201633861,1.632268215
CGGA_1666,4.553360503,3.753818443,4.786073552,3.757023247,2.761285273,3.799087306,4.328405659,1.794935663,0.545968369,5.526694846,7.472975086,4.091699834,3.701549057,4.406672716,6.115823977,2.599317794,3.577730931,5.734980523,3.707082992,2.087462841,1.627606838,4.087462841,2.695993813,3.850999395,1.944858446,1.952333566,0.90303827,3.392317423,0.485426827,0,2.786596362
CGGA_1667,6.123707577,7.137503524,6.722466024,6.50747753,4.371558863,8.487518506,4.725741157,4.595145568,5.264911693,3.619413011,8.221538789,2.63691458,6.751544059,7.029121549,8.331633567,6.125568452,6.477677328,6.734167661,4.141596278,2.13422094,3.042644337,5.132576843,5.192194165,5.861211003,3.037382222,2.887525271,2.250961574,4.934044647,3.459431619,0.097610797,1.40599236
CGGA_1669,7.272396509,8.172677521,6.091699834,5.791814071,6.806968434,7.253327501,6.006746832,4.116031993,4.983221651,5.223036338,7.872951851,6.371384614,8.973008496,9.310908106,8.854806062,6.928725623,6.580748492,6.340028102,3.980939266,3.397802962,2.03562391,5.054414388,5.411426246,5.876025733,3.919340082,4.788163657,1.570462931,5.379898164,4.062639828,1.077242999,1.669026766
CGGA_1670,7.664127243,7.96208625,5.571373436,5.210622644,5.822730148,7.569323991,5.820944792,4.658211483,4.337711092,8.453929061,8.687515659,5.430619811,8.062208078,9.105777587,10.45098438,7.56673906,8.636479619,7.443855256,3.181102551,4.913128768,2.028569152,5.177519203,6.596935142,6.028348134,3.749534268,4.414812061,1.443606651,4.679761574,4.509062386,0.575312331,2.867896464
CGGA_1671,7.418611628,7.311612098,5.34269696,4.144862143,3.393690764,7.863380983,4.906890596,3.319039816,3.482848283,5.859472667,8.311067102,4.137503524,7.163297449,10.33946033,8.730673917,6.54225805,4.168321116,6.836176625,4.479618608,3.427606173,1.50589093,5.862203399,6.078097423,6.69668939,3.581351247,3.481557281,1.438292852,4.411426246,2.998195503,2.017921908,3.073820233
CGGA_1673,7.355791547,7.513016928,6.218974857,5.622637567,4.641546029,7.750204509,4.13093087,4.277240898,4.470536865,3.816599707,8.435211859,4.878725341,6.12287975,8.820338544,8.500642736,5.743622676,5.430285273,6.958494716,3.305970521,3.358958826,1.3950628,5.629939409,4.539158811,4.816599707,2.811471031,1.970853654,1.372952098,4.401903472,2.895302621,0.411426246,1.344828497
CGGA_1675,7.435878577,8.110300596,5.88679399,4.517275693,5.253611152,7.489366313,5.584661908,3.75595577,3.795974694,7.881909289,8.008764745,6.887525271,7.315693018,10.34491724,9.009576718,6.507636094,3.298658316,7.751075358,5.347665656,4.643278996,3.3305584,6.324990569,6.547665748,7.24631307,4.344828497,3.836934011,2.204766751,5.278356528,1.007195501,0.422233001,0.344828497
CGGA_1678,5.273142859,4.081510068,4.443606651,4.516015147,3.211012193,4.665620164,5.389566812,1.709290636,0.855989697,4.969472865,8.135606691,4.910252963,4.474436043,5.229587923,6.386810946,3.173127433,4.424922088,6.311975314,3.762348816,1.007195501,1.084064265,3.671293372,2.568032105,4.020591095,1.545968369,1.344828497,0.59454855,3.69265037,0.855989697,0,2.060047384
CGGA_1679,10.88814961,7.018589668,5.445263208,3.716990894,4.108524457,8.63582693,3.459431619,3.502075956,1.959770155,3.765534746,9.131471162,1.933572638,4,9.972032033,9.992881703,5.448570626,5.6114675,6.653203362,1.339137385,5.728736843,0.097610797,7.624466495,3.09592442,5.661350569,3.320484678,1.464668267,0.604071324,3.311793718,4.34978987,0.286881148,1.10433666
CGGA_1680,8.887403416,5.863690714,6.043956873,3.881664619,4.263785614,7.695576306,4.153805336,3.234194723,4.044394119,5.593951284,7.965091625,5.693208149,6.664909442,9.275658945,9.882138629,7.705770603,5.106432078,6.726558779,6.307246355,5.334854269,3.171527106,7.165610509,7.76008785,8.497971558,5.996840648,3.932628157,3.560714954,3.255500733,3.481557281,0.333423734,0.584962501
CGGA_1681,8.739713114,4.688739868,4.888012585,4.156234798,3.558267634,6.603774686,2.62058641,3.331991778,3.757023247,7.69474093,8.494695609,3.748461233,6.532784481,8.369728197,9.789990019,8.785223581,4.948133578,6.808899839,4.034743949,4.055716264,1.541019153,6.793115555,6.827056837,8.120445258,5.120600774,2.459431619,1.731183242,2.23878686,2.469885976,0.084064265,0.815575429
CGGA_1682,7.673556424,6.611615038,5.952100554,6.482364293,3.968090752,7.721304297,4.887037791,4.939226578,5.769507291,8.206965497,8.866691657,7.415319248,8.332126084,8.727784345,9.466239641,6.882643049,6.715481584,7.16711703,5.330916878,1.835924074,4.181897643,5.058316496,6.806968434,7.628846486,3.418189948,4.599317794,2.713695815,5.642412773,3.324810603,0.189033824,2.014355293
CGGA_1685,7.125258473,8.013294755,5.944858446,5.401562207,5.176721693,8.49285462,4.646162657,4.526694846,5.257764969,5.370164281,8.581426574,5.286881148,6.4749227,9.27954094,8.896059886,6.824895114,5.215290306,6.843858256,4.10433666,1.735522177,2.080657663,4.905447179,5.966937979,6.030998118,2.606442228,2.998195503,1.678071905,4.908812908,3.422233001,0.59454855,1.794935663
CGGA_1686,9.375973404,8.327148408,6.149340669,4.446917865,6.098874287,7.941575862,5.261530815,3.595742339,3.13093087,4.421559945,7.915042791,1.713695815,6.563310692,10.29243668,9.731675418,7.351027552,6.817623258,5.661920579,4.227278994,4.396433531,0.622930351,6.099926351,5.490890979,6.919578446,3.344828497,3.701549057,1.604071324,4.927896454,3.957914599,0.545968369,2.160274831
CGGA_1687,7.932805294,6.874551087,6.616622355,5.764473551,3.930737338,8.251955736,6.571373436,5.004051885,4.803743669,9.728872863,10.03057059,7.027353134,8.155931339,9.86469688,10.99298789,7.445345986,6.824513297,8.405311683,5.528258743,4.017031081,2.883620816,6.29130886,7.237544599,7.581049901,4.927422429,5.979110755,1.500802053,5.63197732,4.736604875,0.526068812,1.646162657
CGGA_1688,7.243935602,7.639376889,5.9210078,4.803227036,7.260025656,8.514280096,6.433627167,4.370164281,3.982765463,6.010779839,9.105725214,5.57500972,7.939344133,10.50342825,9.639883313,7.424586226,6.960812858,7.741197299,3.992768431,4.930264245,1.257010618,4.597531174,5.147713722,4.59275601,3.234194723,3.025028794,1.575312331,5.275007047,3.201633861,0.815575429,3.152183419
CGGA_1689,7.613752637,7.798633802,6.535586436,5.21916852,4.150559677,8.185866545,6.339137385,3.379898164,4.506525779,4.497612366,8.461643148,2.15704371,7.212958363,9.048541366,9.284407711,7.291493053,3.430285273,7.080657663,4.782408565,4.71259578,1.89917563,5.630521963,6.123500664,7.293241719,3.991861931,1.90303827,2.214124805,4.732811872,3.885574364,0.070389328,1.124328135
CGGA_1690,7.959364456,7.681800619,6.163699987,5.372952098,4.93593114,7.919578446,5.634883637,4.666756592,4.909293086,8.585938995,9.563272553,6.356672044,8.051426485,9.778816362,10.2550876,7.352175878,7.030004945,7.719525725,5.241077458,3.073820233,2.835924074,6.096978636,7.306426306,7.32813634,3.988230223,5.291677223,2.414135533,5.311430456,3.804260116,0.815575429,2.82374936
CGGA_1693,9.66044165,7.371210343,4.809928866,4.51916445,6.322288724,8.334273285,5.099295204,3.612352499,3.907852072,4.202417722,8.182096348,2.097610797,6.299024807,9.831386424,11.37432769,5.859969548,7.378251499,6.263973355,3.606442228,5.743353391,0.378511623,5.211012193,4.914564523,6.602439064,2.87774425,2.185866545,0.773996325,4.289096702,5.766065051,0.669026766,4.084064265
CGGA_1694,9.48123435,7.519872097,5.402585758,4.140778656,3.365972428,7.411171989,5.685940148,3.305970521,3.601696516,9.369815424,9.765518171,7.036942845,7.89977985,9.85723458,10.89340772,8.098295324,6.596935142,7.813332283,4.860466259,5.227278994,0.799087306,5.964167561,6.488964817,7.651051691,4.881664619,4.914564523,1.344828497,5.585863903,3.122672719,0.201633861,4.19061486
CGGA_1695,8.60221634,8.507556814,5.896514054,4.428276414,5.997066545,7.598648071,4.343407822,2.939226578,3.711494907,4.244125943,8.292367651,1.933572638,6.482848283,10.54549545,9.161333468,6.603329616,3.552131108,6.531849286,2.613531653,5.204766751,0.275007047,5.066950244,4.508428653,5.54689446,2.925999419,1.427606173,1.372952098,4.416164165,4.09000653,0.641546029,0.831877241
CGGA_1696,4.507160349,3.804260116,3.250961574,3.698218478,1.981852653,4.546585829,3.139142019,2.042644337,1.275007047,3.837943242,6.985386577,2.735522177,4.335569006,5.873074932,6.795585145,1.90303827,3.745237332,6.653776599,2.767654798,1.422233001,1.35614381,3.426264755,2.475084883,2.655351829,0.925999419,1.541019153,0.526068812,2.693765712,1.735522177,0,1.555816155
CGGA_1698,8.970767394,6.396262261,5.94204526,5.249445341,4.909293086,8.367676837,6.389738879,4.074676686,4.365972428,8.541600018,9.532044168,6.269968201,8.553514104,9.544616754,11.42281116,8.473502825,7.292781749,8.123241982,5.479941901,3.370164281,1.485426827,6.98879828,7.497612366,7.947724593,4.601696516,3.651912745,1.580145484,3.977279923,5.213736096,0.22650853,2.691534165
CGGA_1699,3.684818738,5.678635348,4.444932049,3.56315813,4.008092421,4.662775172,2.739848103,1.981852653,1.232660757,2.025028794,6.619119511,1.117695043,2.411426246,4.94016675,4.739848103,0.839959587,1.195347598,5.477029653,2.084064265,1.084064265,0.948600847,2.622930351,1.232660757,2.100977648,0.59454855,0.584962501,0.454175893,2.411426246,0.895302621,0.084064265,0.622930351
CGGA_1700,8.857327903,7.027795441,5.589164237,4.441616269,4.773996325,9.4175361,4.792855352,3.861955364,3.435628594,6.366322214,8.924337464,4.005399988,6.56422572,9.505196243,10.42011813,6.871227612,6.240123484,7.190219764,4.435628594,4.742006211,1.077242999,6.71685375,6.689159358,7.187451054,4.00270252,2.987320866,1.718087584,4.185073638,5.261154673,0.176322773,1.778208576
CGGA_1701,8.662347939,7.338424415,6.831243897,4.373648211,3.884597921,9.987704571,4.307428525,3.595742339,3.548436625,4.080657663,9.318768743,2.166715445,5.959770155,9.658265047,10.03434504,6.417346217,4.556429415,6.795195491,2.44625623,5.30633516,0.275007047,5.06436554,4.276496666,5.425257872,3.116031993,2.462052319,0.956056652,4.698218478,4.547203025,0.22650853,1.691534165
CGGA_1702,7.038041037,7.90014226,5.338780944,6.257387843,4.721372659,7.647458426,2.944858446,4.56924803,6.404630684,5.498570013,9.032073285,6.431790083,8.494095545,9.174451362,9.069127492,6.42693562,6.604516165,6.314152694,2.807354922,1.275007047,2.518535139,3.165107985,5.384740587,4.964860664,1.49057013,2.983677695,1.176322773,5.882398504,1.49057013,0.831877241,4.341985747
CGGA_1703,8.909503113,7.93032339,5.963011648,4.843983844,4.721372659,7.911212202,5.48703608,3.377123749,3.604071324,5.923624611,8.694009578,2.709290636,6.21916852,9.245742835,10.22047507,6.687060688,5.534497434,7.455984709,4.602290585,5.187846909,0.782408565,6.541019153,5.845490051,7.456477629,3.955126781,1.803227036,1.310340121,4.309612772,5.972462907,0.056583528,1.839959587
CGGA_1704,9.87276721,7.720210051,6.116031993,3.865918815,5.748729567,8.192391457,5.511278265,2.776103988,2.72900887,5.61999983,8.638073837,1.718087584,5.414473836,9.837691,10.27339933,6.320484678,5.203984166,6.657782896,3.996388746,5.606146078,0.669026766,6.488804187,5.27351589,7.853184776,4.34978987,3.099295204,0.855989697,4.184280294,3.825785627,0.150559677,0.887525271
CGGA_1706,9.119408057,4.649615459,5.338780944,4.058316496,3.958842675,8.490650349,6.805937293,4.35473424,3.983677695,9.695054253,10.19023211,5.998872454,8.214610545,9.276287281,11.99480598,8.092175718,6.804389199,8.378641668,6.471837762,5.595145568,2.599317794,7.065658471,7.527789752,9.251127315,5.543495883,6.272023189,1.827819025,4.215678597,4.517905554,1.056583528,4.088311236
CGGA_1708,9.089000189,5.89917563,5.383013015,3.87774425,3.67468662,6.927777962,4.076388069,3.586164246,3.642701572,8.918744001,8.842538919,7.335211682,7.815511387,9.159467729,10.20731943,8.07580001,7.045705065,8.242650138,5.148934105,5.70016225,2.480265122,6.733896605,6.674404154,7.040563711,4.980482356,4.604664415,2.137503524,4.670160514,5.216066783,1.169925001,3.801158656
CGGA_1709,7.56414949,7.406502657,6.060479781,4.799087306,4.005399988,7.463851293,6.381975479,4.757023247,5.279842694,8.629138013,9.030887799,6.018812186,8.456190113,9.248354564,9.558612039,6.922673593,7.772215586,7.811792107,4.913128768,3.835924074,2.625270489,6.009212787,6.563920775,7.141289724,3.835924074,5.564073256,1.659924558,5.626147064,5.3652726,1.014355293,2.970853654
